NUMBER,GAS_USED,TXS,TIMESTAMP
243712,58128000,2768,1614133485
243713,35721000,1701,1614133499
243714,56910000,2710,1614133522
243715,0,0,1614133524
243716,85974000,4094,1614133537
243717,22176000,1056,1614133560
243718,56910000,2710,1614133570
243719,36183000,1723,1614133577
243720,37275000,1775,1614133582
243721,70875000,3375,1614133592
243722,37275000,1775,1614133612
243723,44772000,2132,1614133622
243724,8946000,426,1614133623
243725,76398000,3638,1614133650
243726,22449000,1069,1614133655
243727,63126000,3006,1614133668
243728,44583000,2123,1614133680
243729,7875000,375,1614133681
243730,85197000,4057,1614133693
243731,22953000,1093,1614133715
243732,18921000,901,1614133718
243733,68922000,3282,1614133726
243734,28371000,1351,1614133738
243735,56973000,2713,1614133784
243736,22806000,1086,1614133788
243737,62769000,2989,1614133814
243738,45381000,2161,1614133834
243739,47229000,2249,1614133861
243740,37989000,1809,1614133879
243741,34503000,1643,1614133884
243742,71715000,3415,1614133892
243743,14301000,681,1614133907
243744,83496000,3976,1614133931
243745,24591000,1171,1614133937
243746,69069000,3289,1614133948
243747,16611000,791,1614133953
243748,47313000,2253,1614133959
243749,28665000,1365,1614133963
243750,32886000,1566,1614133967
243751,43470000,2070,1614133972
243752,53823000,2563,1614133984
243753,45171000,2151,1614134038
243754,42273000,2013,1614134051
243755,19824000,944,1614134054
243756,41769000,1989,1614134059
243757,51870000,2470,1614134066
243758,10962000,522,1614134067
243759,49938000,2378,1614134073
243760,58212000,2772,1614134096
243761,49938000,2378,1614134111
243762,50610000,2410,1614134118
243763,12768000,608,1614134120
243764,21231000,1011,1614134123
243765,64491000,3071,1614134131
243766,43659000,2079,1614134151
243767,42042000,2002,1614134180
243768,13545000,645,1614134182
243769,40845000,1945,1614134187
243770,21042000,1002,1614134190
243771,64302000,3062,1614134222
243772,42399000,2019,1614134231
243773,37359000,1779,1614134236
243774,60942000,2902,1614134247
243775,24423000,1163,1614134285
243776,9114000,434,1614134287
243777,22113000,1053,1614134289
243778,59472000,2832,1614134297
243779,15225000,725,1614134299
243780,75264000,3584,1614134311
243781,25830000,1230,1614134326
243782,59640000,2840,1614134343
243783,47964000,2284,1614134356
243784,60186000,2866,1614134371
243785,27384000,1304,1614134381
243786,80766000,3846,1614134426
243787,27384000,1304,1614134437
243788,67809000,3229,1614134449
243789,23982000,1142,1614134455
243790,76251000,3631,1614134469
243791,13986000,666,1614134476
243792,54768000,2608,1614134483
243793,31143000,1483,1614134499
243794,73080000,3480,1614134509
243795,24969000,1189,1614134515
243796,55524000,2644,1614134522
243797,52626000,2506,1614134530
243798,33159000,1579,1614134534
243799,51870000,2470,1614134550
243800,55293000,2633,1614134561
243801,52857000,2517,1614134577
243802,52143000,2483,1614134594
243803,39711000,1891,1614134616
243804,45339000,2159,1614134636
243805,47208000,2248,1614134662
243806,10815000,515,1614134664
243807,59556000,2836,1614134671
243808,25473000,1213,1614134684
243809,39375000,1875,1614134692
243810,20370000,970,1614134695
243811,49077000,2337,1614134701
243812,52941000,2521,1614134707
243813,32382000,1542,1614134723
243814,59220000,2820,1614134732
243815,30702000,1462,1614134736
243816,32235000,1535,1614134740
243817,21231000,1011,1614134742
243818,77133000,3673,1614134752
243819,31017000,1477,1614134756
243820,37653000,1793,1614134761
243821,70497000,3357,1614134785
243822,24003000,1143,1614134808
243823,16800000,800,1614134810
243824,9282000,442,1614134811
243825,12054000,574,1614134813
243826,73206000,3486,1614134827
243827,34944000,1664,1614134860
243828,21420000,1020,1614134863
243829,73500000,3500,1614134875
243830,13272000,632,1614134877
243831,71862000,3422,1614134891
243832,36288000,1728,1614134907
243833,56112000,2672,1614134919
243834,51156000,2436,1614134933
243835,51282000,2442,1614134941
243836,41160000,1960,1614134946
243837,47355000,2255,1614134965
243838,17409000,829,1614134968
243839,43701000,2081,1614134973
243840,42168000,2008,1614134987
243841,22281000,1061,1614134994
243842,85869000,4089,1614135037
243843,4368000,208,1614135039
243844,8820000,420,1614135040
243845,85953000,4093,1614135051
243846,18732000,892,1614135067
243847,74298000,3538,1614135089
243848,33369000,1589,1614135099
243849,9618000,458,1614135100
243850,33936000,1616,1614135104
243851,51681000,2461,1614135118
243852,33432000,1592,1614135147
243853,49938000,2378,1614135153
243854,16611000,791,1614135155
243855,65352000,3112,1614135163
243856,42798000,2038,1614135209
243857,42357000,2017,1614135226
243858,59598000,2838,1614135250
243859,47124000,2244,1614135264
243860,61026000,2906,1614135283
243861,24822000,1182,1614135300
243862,7854000,374,1614135302
243863,77595000,3695,1614135330
243864,30555000,1455,1614135350
243865,39795000,1895,1614135356
243866,44478000,2118,1614135362
243867,41349000,1969,1614135377
243868,22932000,1092,1614135383
243869,62202000,2962,1614135412
243870,25725000,1225,1614135455
243871,37884000,1804,1614135460
243872,25389000,1209,1614135463
243873,65940000,3140,1614135471
243874,42210000,2010,1614135477
243875,65877000,3137,1614135498
243876,42273000,2013,1614135516
243877,42882000,2042,1614135545
243878,23730000,1130,1614135551
243879,62202000,2962,1614135563
243880,14553000,693,1614135565
243881,43386000,2066,1614135571
243882,58800000,2800,1614135582
243883,22050000,1050,1614135585
243884,35889000,1709,1614135589
243885,55650000,2650,1614135596
243886,51051000,2431,1614135603
243887,10206000,486,1614135604
243888,60669000,2889,1614135612
243889,41076000,1956,1614135657
243890,44646000,2126,1614135671
243891,63210000,3010,1614135687
243892,39942000,1902,1614135697
243893,59682000,2842,1614135716
243894,48468000,2308,1614135758
243895,59682000,2842,1614135772
243896,48468000,2308,1614135784
243897,40047000,1907,1614135795
243898,45444000,2164,1614135819
243899,51555000,2455,1614135839
243900,42798000,2038,1614135853
243901,22953000,1093,1614135857
243902,27720000,1320,1614135860
243903,57939000,2759,1614135905
243904,23058000,1098,1614135910
243905,63105000,3005,1614135921
243906,22554000,1074,1614135927
243907,12327000,587,1614135928
243908,75285000,3585,1614135950
243909,32844000,1564,1614135959
243910,66696000,3176,1614135971
243911,41454000,1974,1614135988
243912,9366000,446,1614135989
243913,85071000,4051,1614136013
243914,23079000,1099,1614136033
243915,61950000,2950,1614136065
243916,33663000,1603,1614136069
243917,9408000,448,1614136071
243918,75936000,3616,1614136084
243919,20286000,966,1614136087
243920,65394000,3114,1614136102
243921,42756000,2036,1614136120
243922,10920000,520,1614136122
243923,75453000,3593,1614136131
243924,10983000,523,1614136172
243925,16359000,779,1614136174
243926,60732000,2892,1614136182
243927,18795000,895,1614136184
243928,63630000,3030,1614136192
243929,43848000,2088,1614136197
243930,41202000,1962,1614136213
243931,52290000,2490,1614136248
243932,32592000,1552,1614136253
243933,63882000,3042,1614136264
243934,41664000,1984,1614136277
243935,29379000,1399,1614136283
243936,24297000,1157,1614136286
243937,76545000,3645,1614136295
243938,26922000,1282,1614136325
243939,46473000,2213,1614136331
243940,61677000,2937,1614136367
243941,37506000,1786,1614136422
243942,66129000,3149,1614136430
243943,41454000,1974,1614136436
243944,43701000,2081,1614136502
243945,22995000,1095,1614136508
243946,56805000,2705,1614136518
243947,51345000,2445,1614136562
243948,9450000,450,1614136563
243949,57708000,2748,1614136570
243950,19908000,948,1614136573
243951,81396000,3876,1614136583
243952,11193000,533,1614136584
243953,39711000,1891,1614136589
243954,45633000,2173,1614136603
243955,61845000,2945,1614136642
243956,14763000,703,1614136646
243957,15540000,740,1614136648
243958,28434000,1354,1614136652
243959,40383000,1923,1614136657
243960,56700000,2700,1614136664
243961,28035000,1335,1614136667
243962,38115000,1815,1614136672
243963,68229000,3249,1614136680
243964,30954000,1474,1614136692
243965,17850000,850,1614136694
243966,22848000,1088,1614136697
243967,71085000,3385,1614136706
243968,23352000,1112,1614136709
243969,53466000,2546,1614136715
243970,43785000,2085,1614136727
243971,22050000,1050,1614136732
243972,63924000,3044,1614136744
243973,44226000,2106,1614136761
243974,61824000,2944,1614136794
243975,25305000,1205,1614136835
243976,15855000,755,1614136837
243977,81165000,3865,1614136847
243978,6888000,328,1614136887
243979,78519000,3739,1614136931
243980,7833000,373,1614136944
243981,29232000,1392,1614136948
243982,63252000,3012,1614136960
243983,44898000,2138,1614137002
243984,40467000,1927,1614137017
243985,60648000,2888,1614137036
243986,252000,12,1614137039
243987,85260000,4060,1614137052
243988,17220000,820,1614137068
243989,7308000,348,1614137069
243990,78183000,3723,1614137086
243991,22659000,1079,1614137092
243992,6951000,331,1614137093
243993,85050000,4050,1614137105
243994,22050000,1050,1614137109
243995,24024000,1144,1614137112
243996,61908000,2948,1614137141
243997,33579000,1599,1614137151
243998,13104000,624,1614137152
243999,62685000,2985,1614137165
244000,10479000,499,1614137167
244001,81438000,3878,1614137190
244002,26712000,1272,1614137198
244003,11550000,550,1614137200
244004,26229000,1249,1614137203
244005,38703000,1843,1614137208
244006,30429000,1449,1614137212
244007,38073000,1813,1614137216
244008,35511000,1691,1614137221
244009,58947000,2807,1614137228
244010,33642000,1602,1614137232
244011,67095000,3195,1614137241
244012,26439000,1259,1614137244
244013,60606000,2886,1614137265
244014,40320000,1920,1614137283
244015,47544000,2264,1614137289
244016,23751000,1131,1614137292
244017,20832000,992,1614137294
244018,39207000,1867,1614137299
244019,48594000,2314,1614137318
244020,59094000,2814,1614137326
244021,42273000,2013,1614137337
244022,43743000,2083,1614137371
244023,11739000,559,1614137373
244024,11676000,556,1614137374
244025,69825000,3325,1614137382
244026,18102000,862,1614137385
244027,48615000,2315,1614137391
244028,12180000,580,1614137392
244029,73479000,3499,1614137407
244030,19047000,907,1614137431
244031,26586000,1266,1614137437
244032,24549000,1169,1614137440
244033,60438000,2878,1614137457
244034,38997000,1857,1614137517
244035,62307000,2967,1614137527
244036,23541000,1121,1614137533
244037,62559000,2979,1614137556
244038,7077000,337,1614137560
244039,78897000,3757,1614137575
244040,25515000,1215,1614137586
244041,76314000,3634,1614137598
244042,31290000,1490,1614137609
244043,18543000,883,1614137612
244044,14595000,695,1614137614
244045,68166000,3246,1614137622
244046,39984000,1904,1614137628
244047,18564000,884,1614137631
244048,69384000,3304,1614137639
244049,38766000,1846,1614137644
244050,46998000,2238,1614137660
244051,30471000,1451,1614137667
244052,13440000,640,1614137668
244053,83286000,3966,1614137678
244054,24864000,1184,1614137683
244055,61782000,2942,1614137690
244056,41748000,1988,1614137709
244057,13755000,655,1614137711
244058,77679000,3699,1614137720
244059,30471000,1451,1614137740
244060,54579000,2599,1614137764
244061,0,0,1614137766
244062,85155000,4055,1614137777
244063,21777000,1037,1614137793
244064,67074000,3194,1614137806
244065,22197000,1057,1614137810
244066,63315000,3015,1614137825
244067,41097000,1957,1614137847
244068,36204000,1724,1614137855
244069,62916000,2996,1614137866
244070,22281000,1061,1614137899
244071,67851000,3231,1614137910
244072,39627000,1887,1614137920
244073,68271000,3251,1614137932
244074,17241000,821,1614137961
244075,74718000,3558,1614137970
244076,12600000,600,1614138023
244077,66108000,3148,1614138032
244078,29442000,1402,1614138037
244079,57708000,2748,1614138062
244080,22050000,1050,1614138066
244081,63000000,3000,1614138147
244082,22911000,1091,1614138152
244083,64239000,3059,1614138163
244084,22050000,1050,1614138169
244085,12810000,610,1614138171
244086,73122000,3482,1614138216
244087,31206000,1486,1614138271
244088,14805000,705,1614138273
244089,84378000,4018,1614138325
244090,12495000,595,1614138326
244091,67662000,3222,1614138335
244092,40488000,1928,1614138342
244093,18816000,896,1614138345
244094,12201000,581,1614138346
244095,65016000,3096,1614138354
244096,19320000,920,1614138356
244097,78183000,3723,1614138368
244098,29967000,1427,1614138414
244099,69783000,3323,1614138435
244100,23667000,1127,1614138456
244101,44982000,2142,1614138463
244102,58317000,2777,1614138474
244103,42483000,2023,1614138495
244104,59934000,2854,1614138512
244105,48216000,2296,1614138526
244106,58464000,2784,1614138539
244107,18753000,893,1614138545
244108,43218000,2058,1614138550
244109,63000000,3000,1614138562
244110,22953000,1093,1614138587
244111,51408000,2448,1614138594
244112,34230000,1630,1614138621
244113,28770000,1370,1614138628
244114,36855000,1755,1614138632
244115,57477000,2737,1614138639
244116,50673000,2413,1614138649
244117,26943000,1283,1614138653
244118,65037000,3097,1614138674
244119,42273000,2013,1614138684
244120,20937000,997,1614138687
244121,17514000,834,1614138689
244122,67578000,3218,1614138708
244123,34167000,1627,1614138715
244124,52983000,2523,1614138758
244125,48132000,2292,1614138770
244126,21210000,1010,1614138773
244127,66150000,3150,1614138785
244128,18480000,880,1614138790
244129,14763000,703,1614138792
244130,33747000,1607,1614138796
244131,52563000,2503,1614138822
244132,20748000,988,1614138825
244133,36435000,1735,1614138829
244134,58548000,2788,1614138841
244135,14091000,671,1614138843
244136,58296000,2776,1614138850
244137,49854000,2374,1614138860
244138,28287000,1347,1614138865
244139,45213000,2153,1614138871
244140,62937000,2997,1614138879
244141,33327000,1587,1614138883
244142,29274000,1394,1614138887
244143,59241000,2821,1614138894
244144,16506000,786,1614138896
244145,10626000,506,1614138898
244146,53214000,2534,1614138904
244147,28434000,1354,1614138908
244148,43260000,2060,1614138913
244149,51807000,2467,1614138919
244150,56343000,2683,1614138954
244151,43155000,2055,1614138997
244152,31290000,1490,1614139001
244153,55587000,2647,1614139014
244154,23100000,1100,1614139018
244155,74970000,3570,1614139053
244156,33180000,1580,1614139098
244157,52773000,2513,1614139137
244158,55377000,2637,1614139154
244159,30870000,1470,1614139158
244160,41097000,1957,1614139163
244161,67053000,3193,1614139173
244162,23247000,1107,1614139177
244163,62391000,2971,1614139190
244164,42777000,2037,1614139202
244165,38157000,1817,1614139210
244166,20370000,970,1614139212
244167,65709000,3129,1614139221
244168,35196000,1676,1614139238
244169,72660000,3460,1614139248
244170,23961000,1141,1614139251
244171,27153000,1293,1614139254
244172,58170000,2770,1614139274
244173,24276000,1156,1614139278
244174,62496000,2976,1614139317
244175,45654000,2174,1614139336
244176,62496000,2976,1614139353
244177,22827000,1087,1614139376
244178,50085000,2385,1614139385
244179,58065000,2765,1614139404
244180,26229000,1249,1614139408
244181,72030000,3430,1614139416
244182,30282000,1442,1614139420
244183,27153000,1293,1614139424
244184,58485000,2785,1614139440
244185,22512000,1072,1614139444
244186,65688000,3128,1614139452
244187,42462000,2022,1614139498
244188,21378000,1018,1614139501
244189,17283000,823,1614139503
244190,9471000,451,1614139504
244191,76482000,3642,1614139521
244192,22197000,1057,1614139527
244193,27216000,1296,1614139530
244194,67158000,3198,1614139539
244195,17787000,847,1614139541
244196,75474000,3594,1614139563
244197,25011000,1191,1614139614
244198,12243000,583,1614139616
244199,55587000,2647,1614139623
244200,52563000,2503,1614139630
244201,33285000,1585,1614139684
244202,19068000,908,1614139687
244203,57939000,2759,1614139694
244204,36246000,1726,1614139698
244205,9849000,469,1614139699
244206,12138000,578,1614139701
244207,73290000,3490,1614139710
244208,27888000,1328,1614139721
244209,22050000,1050,1614139724
244210,63546000,3026,1614139744
244211,39858000,1898,1614139776
244212,58296000,2776,1614139788
244213,22050000,1050,1614139791
244214,18816000,896,1614139794
244215,73500000,3500,1614139858
244216,34650000,1650,1614139879
244217,34650000,1650,1614139884
244218,17766000,846,1614139886
244219,67536000,3216,1614139895
244220,27552000,1312,1614139898
244221,23961000,1141,1614139901
244222,79779000,3799,1614139911
244223,28371000,1351,1614139931
244224,60417000,2877,1614139942
244225,19362000,922,1614139947
244226,30639000,1459,1614139951
244227,70350000,3350,1614139962
244228,29400000,1400,1614139998
244229,29778000,1418,1614140005
244230,55755000,2655,1614140032
244231,22617000,1077,1614140036
244232,59241000,2821,1614140043
244233,48909000,2329,1614140066
244234,46641000,2221,1614140087
244235,48909000,2329,1614140119
244236,59241000,2821,1614140137
244237,27300000,1300,1614140144
244238,80850000,3850,1614140161
244239,4200000,200,1614140187
244240,19677000,937,1614140189
244241,13797000,657,1614140191
244242,71883000,3423,1614140205
244243,13902000,662,1614140218
244244,71337000,3397,1614140244
244245,19110000,910,1614140271
244246,8757000,417,1614140272
244247,19866000,946,1614140275
244248,84462000,4022,1614140285
244249,23142000,1102,1614140290
244250,62097000,2957,1614140305
244251,22911000,1091,1614140309
244252,67368000,3208,1614140317
244253,22575000,1075,1614140320
244254,31038000,1478,1614140324
244255,11781000,561,1614140325
244256,76881000,3661,1614140338
244257,22071000,1051,1614140341
244258,76650000,3650,1614140352
244259,22050000,1050,1614140362
244260,16359000,779,1614140364
244261,15708000,748,1614140366
244262,23247000,1107,1614140369
244263,79863000,3803,1614140391
244264,22869000,1089,1614140394
244265,63168000,3008,1614140414
244266,40782000,1942,1614140420
244267,44268000,2108,1614140435
244268,39858000,1898,1614140463
244269,8106000,386,1614140464
244270,8673000,413,1614140465
244271,85071000,4051,1614140476
244272,11487000,547,1614140477
244273,14112000,672,1614140479
244274,73101000,3481,1614140501
244275,21714000,1034,1614140530
244276,37107000,1767,1614140535
244277,47943000,2283,1614140549
244278,60207000,2867,1614140565
244279,9576000,456,1614140566
244280,20013000,953,1614140569
244281,13587000,647,1614140570
244282,30198000,1438,1614140574
244283,61026000,2906,1614140600
244284,45444000,2164,1614140613
244285,51366000,2446,1614140621
244286,56784000,2704,1614140644
244287,28182000,1342,1614140653
244288,79968000,3808,1614140670
244289,25032000,1192,1614140689
244290,52374000,2494,1614140696
244291,54726000,2606,1614140719
244292,52878000,2518,1614140735
244293,17556000,836,1614140737
244294,67431000,3211,1614140764
244295,24696000,1176,1614140789
244296,61236000,2916,1614140810
244297,22890000,1090,1614140814
244298,64932000,3092,1614140825
244299,43218000,2058,1614140869
244300,19152000,912,1614140872
244301,28581000,1361,1614140875
244302,38199000,1819,1614140880
244303,58758000,2798,1614140888
244304,18963000,903,1614140890
244305,27657000,1317,1614140893
244306,62202000,2962,1614140901
244307,23058000,1098,1614140916
244308,14721000,701,1614140917
244309,64638000,3078,1614140925
244310,20370000,970,1614140941
244311,83349000,3969,1614140952
244312,22470000,1070,1614140961
244313,62538000,2978,1614140989
244314,42210000,2010,1614141034
244315,43260000,2060,1614141048
244316,30513000,1453,1614141056
244317,58107000,2767,1614141066
244318,26145000,1245,1614141069
244319,53571000,2551,1614141076
244320,43302000,2062,1614141114
244321,41391000,1971,1614141137
244322,44373000,2113,1614141184
244323,51072000,2432,1614141191
244324,8778000,418,1614141192
244325,75432000,3592,1614141205
244326,17934000,854,1614141219
244327,64680000,3080,1614141228
244328,37422000,1782,1614141238
244329,24444000,1164,1614141244
244330,60900000,2900,1614141254
244331,23100000,1100,1614141261
244332,48300000,2300,1614141268
244333,32508000,1548,1614141272
244334,53298000,2538,1614141305
244335,45528000,2168,1614141317
244336,52038000,2478,1614141329
244337,46494000,2214,1614141337
244338,61656000,2936,1614141349
244339,32109000,1529,1614141359
244340,35574000,1694,1614141365
244341,61026000,2906,1614141387
244342,35721000,1701,1614141393
244343,50253000,2393,1614141406
244344,22176000,1056,1614141413
244345,85974000,4094,1614141429
244346,4956000,236,1614141432
244347,80976000,3856,1614141449
244348,15981000,761,1614141451
244349,53445000,2545,1614141457
244350,54705000,2605,1614141467
244351,30408000,1448,1614141499
244352,36456000,1736,1614141504
244353,14994000,714,1614141506
244354,80556000,3836,1614141518
244355,27594000,1314,1614141564
244356,34293000,1633,1614141569
244357,32991000,1571,1614141573
244358,52920000,2520,1614141587
244359,22239000,1059,1614141593
244360,62811000,2991,1614141618
244361,22407000,1067,1614141626
244362,58380000,2780,1614141636
244363,27636000,1316,1614141640
244364,66948000,3188,1614141664
244365,41202000,1962,1614141695
244366,51618000,2458,1614141701
244367,52101000,2481,1614141707
244368,11613000,553,1614141709
244369,75705000,3605,1614141731
244370,32445000,1545,1614141739
244371,22491000,1071,1614141742
244372,21651000,1031,1614141744
244373,51891000,2471,1614141751
244374,33138000,1578,1614141766
244375,10605000,505,1614141768
244376,85134000,4054,1614141793
244377,15120000,720,1614141795
244378,85470000,4070,1614141805
244379,22680000,1080,1614141812
244380,85470000,4070,1614141831
244381,22680000,1080,1614141840
244382,10878000,518,1614141841
244383,74466000,3546,1614141858
244384,33684000,1604,1614141877
244385,17976000,856,1614141879
244386,37023000,1763,1614141883
244387,19824000,944,1614141886
244388,65163000,3103,1614141900
244389,23163000,1103,1614141907
244390,73437000,3497,1614141928
244391,22050000,1050,1614141934
244392,63945000,3045,1614141956
244393,31500000,1500,1614141993
244394,10416000,496,1614141994
244395,19740000,940,1614141997
244396,30828000,1468,1614142000
244397,54348000,2588,1614142015
244398,52962000,2522,1614142054
244399,24255000,1155,1614142059
244400,26901000,1281,1614142063
244401,31143000,1483,1614142066
244402,54453000,2593,1614142095
244403,18207000,867,1614142097
244404,83496000,3976,1614142121
244405,14700000,700,1614142133
244406,85953000,4093,1614142161
244407,20055000,955,1614142177
244408,65646000,3126,1614142198
244409,29547000,1407,1614142202
244410,77280000,3680,1614142212
244411,30870000,1470,1614142245
244412,47901000,2281,1614142252
244413,53550000,2550,1614142261
244414,36750000,1750,1614142270
244415,71400000,3400,1614142310
244416,32697000,1557,1614142317
244417,66150000,3150,1614142328
244418,42000000,2000,1614142347
244419,43890000,2090,1614142378
244420,58947000,2807,1614142385
244421,20853000,993,1614142388
244422,22386000,1066,1614142391
244423,62769000,2989,1614142423
244424,43470000,2070,1614142431
244425,47922000,2282,1614142438
244426,46200000,2200,1614142462
244427,47838000,2278,1614142474
244428,58779000,2799,1614142485
244429,26754000,1274,1614142511
244430,80703000,3843,1614142522
244431,12831000,611,1614142526
244432,72681000,3461,1614142555
244433,27762000,1322,1614142563
244434,78981000,3761,1614142577
244435,22071000,1051,1614142585
244436,63210000,3010,1614142600
244437,26061000,1241,1614142627
244438,63945000,3045,1614142635
244439,21546000,1026,1614142650
244440,80661000,3841,1614142674
244441,26649000,1269,1614142682
244442,57456000,2736,1614142691
244443,50694000,2414,1614142707
244444,45150000,2150,1614142713
244445,55209000,2629,1614142733
244446,49350000,2350,1614142744
244447,50631000,2411,1614142756
244448,6867000,327,1614142758
244449,84483000,4023,1614142769
244450,22050000,1050,1614142785
244451,75327000,3587,1614142795
244452,32823000,1563,1614142802
244453,47019000,2239,1614142812
244454,57498000,2738,1614142832
244455,17850000,850,1614142834
244456,67410000,3210,1614142852
244457,40740000,1940,1614142862
244458,67410000,3210,1614142877
244459,17850000,850,1614142904
244460,85953000,4093,1614142917
244461,11697000,557,1614142936
244462,59430000,2830,1614142944
244463,25599000,1219,1614142958
244464,80157000,3817,1614142974
244465,27993000,1333,1614142993
244466,34986000,1666,1614142999
244467,49245000,2345,1614143005
244468,36561000,1741,1614143022
244469,43092000,2052,1614143028
244470,58548000,2788,1614143038
244471,49602000,2362,1614143057
244472,35931000,1711,1614143065
244473,55587000,2647,1614143076
244474,17157000,817,1614143078
244475,76293000,3633,1614143090
244476,31857000,1517,1614143120
244477,26985000,1285,1614143124
244478,70581000,3361,1614143132
244479,24885000,1185,1614143158
244480,22050000,1050,1614143164
244481,85050000,4050,1614143179
244482,17115000,815,1614143201
244483,82719000,3939,1614143211
244484,24654000,1174,1614143227
244485,82089000,3909,1614143238
244486,16149000,769,1614143240
244487,85092000,4052,1614143251
244488,12600000,600,1614143262
244489,73122000,3482,1614143282
244490,15750000,750,1614143321
244491,70875000,3375,1614143330
244492,16317000,777,1614143343
244493,73878000,3518,1614143361
244494,8778000,418,1614143371
244495,20391000,971,1614143374
244496,63042000,3002,1614143381
244497,22176000,1056,1614143396
244498,71736000,3416,1614143433
244499,26670000,1270,1614143437
244500,43218000,2058,1614143442
244501,52500000,2500,1614143467
244502,22050000,1050,1614143474
244503,85428000,4068,1614143487
244504,672000,32,1614143491
244505,80997000,3857,1614143501
244506,27153000,1293,1614143523
244507,40047000,1907,1614143529
244508,40719000,1939,1614143534
244509,11676000,556,1614143535
244510,73374000,3494,1614143566
244511,25158000,1198,1614143577
244512,23499000,1119,1614143582
244513,51345000,2445,1614143588
244514,43554000,2074,1614143594
244515,64596000,3076,1614143630
244516,22680000,1080,1614143634
244517,67200000,3200,1614143646
244518,23100000,1100,1614143654
244519,53781000,2561,1614143663
244520,34146000,1626,1614143673
244521,74004000,3524,1614143689
244522,11151000,531,1614143691
244523,11844000,564,1614143692
244524,29673000,1413,1614143696
244525,59325000,2825,1614143704
244526,48825000,2325,1614143713
244527,36624000,1744,1614143745
244528,56553000,2693,1614143776
244529,11130000,530,1614143778
244530,45171000,2151,1614143783
244531,44982000,2142,1614143789
244532,53928000,2568,1614143814
244533,21630000,1030,1614143816
244534,81228000,3868,1614143840
244535,25830000,1230,1614143864
244536,82320000,3920,1614143893
244537,7980000,380,1614143920
244538,47145000,2245,1614143926
244539,24717000,1177,1614143929
244540,28602000,1362,1614143933
244541,65142000,3102,1614143945
244542,43008000,2048,1614143990
244543,37842000,1802,1614143997
244544,48069000,2289,1614144003
244545,50400000,2400,1614144015
244546,39900000,1900,1614144062
244547,61950000,2950,1614144081
244548,15750000,750,1614144083
244549,31836000,1516,1614144087
244550,53718000,2558,1614144101
244551,22596000,1076,1614144106
244552,63063000,3003,1614144117
244553,37359000,1779,1614144155
244554,65520000,3120,1614144172
244555,42441000,2021,1614144189
244556,40467000,1927,1614144199
244557,63441000,3021,1614144244
244558,22575000,1075,1614144252
244559,71442000,3402,1614144262
244560,20412000,972,1614144265
244561,85008000,4048,1614144275
244562,14700000,700,1614144300
244563,69300000,3300,1614144311
244564,20202000,962,1614144324
244565,22050000,1050,1614144327
244566,63231000,3011,1614144347
244567,19656000,936,1614144349
244568,66360000,3160,1614144364
244569,22134000,1054,1614144369
244570,63861000,3041,1614144386
244571,44268000,2108,1614144396
244572,10269000,489,1614144397
244573,10647000,507,1614144399
244574,41349000,1969,1614144404
244575,43932000,2092,1614144418
244576,63399000,3019,1614144437
244577,30219000,1439,1614144449
244578,14175000,675,1614144451
244579,83601000,3981,1614144462
244580,22050000,1050,1614144469
244581,54600000,2600,1614144478
244582,30555000,1455,1614144490
244583,55272000,2632,1614144522
244584,22323000,1063,1614144528
244585,83412000,3972,1614144541
244586,24738000,1178,1614144555
244587,13020000,620,1614144557
244588,72303000,3443,1614144600
244589,21252000,1012,1614144605
244590,66423000,3163,1614144614
244591,41727000,1987,1614144634
244592,54495000,2595,1614144652
244593,53655000,2555,1614144675
244594,35595000,1695,1614144683
244595,72555000,3455,1614144697
244596,35595000,1695,1614144708
244597,14343000,683,1614144710
244598,30051000,1431,1614144713
244599,55146000,2626,1614144728
244600,42168000,2008,1614144739
244601,63609000,3029,1614144760
244602,44541000,2121,1614144785
244603,31143000,1483,1614144792
244604,77007000,3667,1614144808
244605,22680000,1080,1614144814
244606,80577000,3837,1614144824
244607,26670000,1270,1614144841
244608,35847000,1707,1614144845
244609,64512000,3072,1614144906
244610,42966000,2046,1614144915
244611,23520000,1120,1614144918
244612,23184000,1104,1614144921
244613,12369000,589,1614144922
244614,80073000,3813,1614144932
244615,28077000,1337,1614144952
244616,80073000,3813,1614144967
244617,5523000,263,1614144997
244618,11382000,542,1614144998
244619,74004000,3524,1614145043
244620,22260000,1060,1614145047
244621,63945000,3045,1614145055
244622,29526000,1406,1614145067
244623,58674000,2794,1614145087
244624,49476000,2356,1614145128
244625,36078000,1718,1614145155
244626,63924000,3044,1614145166
244627,23457000,1117,1614145170
244628,45381000,2161,1614145176
244629,62769000,2989,1614145212
244630,25410000,1210,1614145222
244631,77490000,3690,1614145240
244632,17010000,810,1614145247
244633,57288000,2728,1614145256
244634,33852000,1612,1614145262
244635,60648000,2888,1614145271
244636,10752000,512,1614145272
244637,20391000,971,1614145275
244638,65058000,3098,1614145302
244639,43092000,2052,1614145322
244640,32802000,1562,1614145327
244641,52668000,2508,1614145344
244642,22680000,1080,1614145347
244643,30450000,1450,1614145351
244644,21462000,1022,1614145354
244645,63777000,3037,1614145368
244646,44373000,2113,1614145385
244647,51177000,2437,1614145396
244648,15414000,734,1614145398
244649,83223000,3963,1614145409
244650,22680000,1080,1614145412
244651,38892000,1852,1614145416
244652,9282000,442,1614145418
244653,76398000,3638,1614145439
244654,20685000,985,1614145454
